district_id,state,district_name,latitude,longitude,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases
0615600,CA,Gorman Elementary School District,34.7106484,-118.7563859,,,,,
0615690,CA,Grant Elementary School District,40.5326573,-122.4824261,,,,,
0615780,CA,Grass Valley Elementary School District,39.2154391,-121.0549249,,,,,
0615810,CA,Gratton Elementary School District,37.5729682,-120.7875570,,,,,
0615840,CA,Gravenstein Union Elementary School District,38.3603975,-122.7842133,,,,,
0615870,CA,Graves Elementary School District,36.7048814,-121.7105365,,,,,
0615990,CA,Green Point Elementary School District,41.0149072,-123.8446443,,,,,
0616050,CA,Greenfield Union School District,35.2714141,-118.9966763,,,,,
0616080,CA,Greenfield Union Elementary School District,36.1843378,-121.3437772,,,,,
0616110,CA,Grenada Elementary School District,41.6351005,-122.5466582,,,,,
0616230,CA,Grossmont Union High School District,32.7738000,-116.8184315,,,,,
0616260,CA,Guadalupe Union Elementary School District,34.9402685,-120.6200700,,,,,
0616300,CA,Cucamonga Elementary School District,34.0729245,-117.5604440,,,,,
0616320,CA,Guerneville Elementary School District,38.5501490,-122.9903977,,,,,
0616323,CA,Gustine Unified School District,37.1950410,-121.0216677,,,,,
0616325,CA,Hacienda La Puente Unified School District,34.0132250,-117.9643883,,,,,
0616470,CA,Hanford Elementary School District,36.3320873,-119.6512056,,,,,
0616500,CA,Hanford Joint Union High School District,36.3047466,-119.6141167,,,,,
0616530,CA,Happy Camp Union Elementary School District,41.8189044,-123.5524843,,,,,
0616560,CA,Happy Valley Elementary School District,37.0461541,-121.9813775,,,,,
0616570,CA,Happy Valley Union Elementary School District,40.4572236,-122.4218326,,,,,
0616620,CA,Harmony Union School District,38.3819319,-122.9935116,,,,,
0616650,CA,Hart-Ransom Union Elementary School District,37.6578793,-121.1318239,,,,,
0616680,CA,Hawthorne Elementary School District,33.9158857,-118.3452711,,,,,
0616740,CA,Hayward Unified School District,37.6371409,-122.0977890,,,,,
0616830,CA,Heber Elementary School District,32.7325009,-115.5114122,,,,,
0616860,CA,Helendale Elementary School District,34.7606773,-117.3501035,,,,,
0616920,CA,Hemet Unified School District,33.6055744,-116.7818648,,,,,
0617040,CA,Hermosa Beach City Elementary School District,33.8698189,-118.4052955,,,,,
0617160,CA,Hickman Community Charter School District,37.6052705,-120.7334825,,,,,
0617190,CA,Hillsborough City Elementary School District,37.5569748,-122.3582558,,,,,
0617220,CA,Hilmar Unified School District,37.3456559,-120.8635433,,,,,
0617340,CA,Hollister School District,36.8323812,-121.3949125,,,,,
0617430,CA,Holtville Unified School District,32.8822705,-115.2072749,,,,,
0617490,CA,Hope Elementary School District,34.4198302,-119.7664344,,,,,
0617520,CA,Hope Elementary School District,36.0100208,-119.0606887,,,,,
0617580,CA,Horicon Elementary School District,38.7022206,-123.3573786,,,,,
0617620,CA,Hornbrook Elementary School District,41.9466483,-122.6455763,,,,,
0617640,CA,Hot Springs Elementary School District,35.8498222,-118.4015370,,,,,
0617760,CA,Howell Mountain Elementary School District,38.5857836,-122.4442019,,,,,
0617850,CA,Hueneme Elementary School District,34.1453194,-119.2165694,,,,,
0617880,CA,Hughes-Elizabeth Lakes Union Elementary School District,34.6640856,-118.4971509,,,,,
0618030,CA,Huntington Beach City Elementary School District,33.6735714,-118.0250328,,,,,
0618060,CA,Huntington Beach Union High School District,33.6845747,-118.0212994,,,,,
0618120,CA,Hydesville Elementary School District,40.5508466,-124.0815152,,,,,
0618160,CA,"Igo, Ono, Platina Union Elementary School District",40.4444875,-122.7510870,,,,,
0618210,CA,Imperial Unified School District,32.8103043,-115.8255157,,,,,
0618240,CA,Indian Diggings Elementary School District,38.5661039,-120.5012152,,,,,
0618270,CA,Indian Springs Elementary School District,41.0969101,-121.8780475,,,,,
0618390,CA,Inglewood Unified School District,33.9612098,-118.3458973,,,,,
0618510,CA,Island Union Elementary School District,36.3477747,-119.8823039,,,,,
0618660,CA,Jacoby Creek Elementary School District,40.8287492,-124.0300646,,,,,
0618690,CA,Jamestown Elementary School District,37.8475300,-120.4865572,,,,,
0618730,CA,Jamul-Dulzura Union Elementary School District,32.6943442,-116.7755144,,,,,
0618780,CA,Janesville Union Elementary School District,40.3263089,-120.5941030,,,,,
0618810,CA,Jefferson Elementary School District,36.5121094,-121.1260655,,,,,
0618840,CA,Jefferson Elementary School District,37.6257136,-121.4377862,,,,,
0618870,CA,Jefferson Elementary School District,37.6902096,-122.4962693,,,,,
0618930,CA,Jefferson Union High School District,37.6902096,-122.4962693,,,,,
0618990,CA,John Swett Unified School District,38.0322120,-122.2218728,,,,,
0619050,CA,Johnstonville Elementary School District,40.3524779,-120.5814120,,,,,
0619110,CA,Julian Union High School District,33.0470228,-116.4590731,,,,,
0619140,CA,Julian Union Elementary School District,33.0470228,-116.4590731,,,,,
0619170,CA,Junction City Elementary School District,40.8290137,-123.0228589,,,,,
0619200,CA,Junction Elementary School District,40.5228527,-122.2569379,,,,,
0619230,CA,Junction Elementary School District,41.5386075,-123.4930105,,,,,
0619260,CA,Jurupa Unified School District,34.0022592,-117.4733310,,,,,
0619320,CA,Kelseyville Unified School District,38.9221361,-122.7895645,,,,,
0619380,CA,Kentfield Elementary School District,37.9571528,-122.6012118,,,,,
0619410,CA,Kenwood Elementary School District,38.4186041,-122.5330461,,,,,
0619440,CA,Keppel Union Elementary School District,34.4915115,-117.8731750,,,,,
0619490,CA,Kerman Unified School District,36.7238132,-120.0919777,,,,,
0619540,CA,Kern High School District,35.3930930,-118.7772289,,,,,
0619590,CA,Kernville Union Elementary School District,35.6228752,-118.4788252,,,,,
0619620,CA,Keyes Union Elementary School District,37.5477218,-120.9067036,,,,,
0619650,CA,South Monterey County Joint Union High School District,36.1143669,-121.0487966,,,,,
0619680,CA,King City Union Elementary School District,36.2420242,-121.1226852,,,,,
0619700,CA,Kings Canyon Joint Unified School District,36.7383433,-119.0398425,,,,,
0619740,CA,Kings River Union Elementary School District,36.5011241,-119.4713050,,,,,
0619770,CA,Kings River-Hardwick Union Elementary School District,36.4024904,-119.6194028,,,,,
0619800,CA,Kingsburg Elementary Charter School District,36.4950017,-119.5875078,,,,,
0619830,CA,Kingsburg Joint Union High School District,36.4693360,-119.5329896,,,,,
0619860,CA,Kirkwood Elementary School District,39.8471433,-122.1409252,,,,,
0619890,CA,Kit Carson Union Elementary School District,36.3217926,-119.5328674,,,,,
0619920,CA,Klamath River Union Elementary School District,41.8323271,-122.9879634,,,,,
0619950,CA,Klamath-Trinity Joint Unified School District,41.1483116,-123.6909175,,,,,
0619980,CA,Kneeland Elementary School District,40.6872478,-123.9241334,,,,,
0620010,CA,Knights Ferry Elementary School District,37.7934691,-120.6875265,,,,,
0620040,CA,Knightsen Elementary School District,37.9651673,-121.6123003,,,,,
0620070,CA,Konocti Unified School District,38.9777763,-122.5579721,,,,,
0620130,CA,La Ca��ada Unified School District,34.3465171,-118.0794160,,,,,
0620190,CA,La Habra City Elementary School District,33.9269584,-117.9433578,,,,,
0620220,CA,La Honda-Pescadero Unified School District,37.2256567,-122.2975412,,,,,
0620250,CA,La Mesa-Spring Valley School District,32.7487582,-116.9958334,,,,,
0620310,CA,Lafayette Elementary School District,37.8970087,-122.1142919,,,,,
0620370,CA,Laguna Beach Unified School District,33.5465080,-117.8013581,,,,,
0620430,CA,Laguna Joint Elementary School District,38.1924205,-122.7745900,,,,,
0620460,CA,Pacifica School District,37.5978253,-122.5128618,,,,,
0620490,CA,Lagunita Elementary School District,36.7872955,-121.5890096,,,,,
0620520,CA,Lagunitas Elementary School District,38.0076912,-122.6721839,,,,,
0620610,CA,Lake Elementary School District,39.7716524,-122.1457107,,,,,
0620640,CA,Lake Tahoe Unified School District,38.8705756,-120.0266467,,,,,
0620670,CA,Lakeport Unified School District,39.0573241,-122.9685093,,,,,
0620700,CA,Lakeside Joint Elementary School District,37.1883085,-122.0598842,,,,,
0620730,CA,Lakeside Union School District,35.1900417,-119.1916871,,,,,
0620760,CA,Lakeside Union Elementary School District,36.2328593,-119.6092332,,,,,
0620790,CA,Lakeside Union Elementary School District,32.9071874,-116.8817529,,,,,
0620850,CA,Lamont Elementary School District,35.2824702,-118.9126582,,,,,
0620880,CA,Lancaster Elementary School District,34.7407704,-118.1219466,,,,,
0620910,CA,Larkspur Elementary School District,37.9241392,-122.4993659,,,,,
0621000,CA,Las Virgenes Unified School District,34.1211089,-118.7391728,,,,,
0621060,CA,Lassen Union High School District,40.6096275,-120.4598515,,,,,
0621090,CA,Lassen View Union Elementary School District,40.1943009,-121.8564922,,,,,
0621150,CA,Laton Joint Unified School District,36.4595668,-119.7217659,,,,,
0621180,CA,Latrobe Elementary School District,38.5691594,-120.9829562,,,,,
0621210,CA,Lawndale Elementary School District,33.8892514,-118.3460941,,,,,
0621240,CA,Le Grand Union Elementary School District,37.2158550,-120.2008211,,,,,
0621270,CA,Le Grand Union High School District,37.2358769,-120.2614015,,,,,
0621330,CA,Lemon Grove Elementary School District,32.7350841,-117.0367358,,,,,
0621360,CA,Lemoore Union Elementary School District,36.3196738,-119.7919975,,,,,
0621400,CA,Lemoore Union High School District,36.2331345,-119.8435592,,,,,
0621420,CA,Lennox Elementary School District,33.9390259,-118.3575867,,,,,
0621450,CA,Richland Union School District,35.5039647,-119.2155482,,,,,
0621480,CA,Lewiston Elementary School District,40.7427228,-122.8138912,,,,,
0621540,CA,Liberty Elementary School District,38.2827446,-122.7097236,,,,,
0621570,CA,Liberty Elementary School District,36.2661803,-119.3046943,,,,,
0621600,CA,Liberty Union High School District,37.9222259,-121.6687395,,,,,
0621660,CA,Lincoln Elementary School District,38.1501010,-122.6938954,,,,,
0621690,CA,Lincoln Unified School District,37.9995651,-121.3622008,,,,,
0621810,CA,Linden Unified School District,38.0549190,-121.0518273,,,,,
0621870,CA,Lindsay Unified School District,36.2082526,-119.0918155,,,,,
0621900,CA,Linns Valley-Poso Flat Union School District,35.6017003,-118.7095301,,,,,
0621930,CA,Little Lake City Elementary School District,33.9335159,-118.0818113,,,,,
0621960,CA,Little Shasta Elementary School District,41.6982775,-122.3058184,,,,,
0621990,CA,Live Oak Elementary School District,36.9545991,-121.9755307,,,,,
0622050,CA,Live Oak Unified School District,39.2590870,-121.7765588,,,,,
0622110,CA,Livermore Valley Joint Unified School District,37.6396841,-121.6633573,,,,,
0622170,CA,Livingston Union School District,37.3567968,-120.7465373,,,,,
0622230,CA,Lodi Unified School District,38.1205485,-121.2995155,,,,,
0622320,CA,Loleta Union Elementary School District,40.6643228,-124.2504563,,,,,
0622350,CA,Loma Prieta Joint Union Elementary School District,37.1212421,-121.8749326,,,,,
0622380,CA,Las Lomitas Elementary School District,37.4221460,-122.2159023,,,,,
0622410,CA,Lompoc Unified School District,34.0776701,-119.9162390,,,,,
0622440,CA,Lone Pine Unified School District,36.2927258,-117.8653525,,,,,
0622500,CA,Long Beach Unified School District,33.7567726,-118.2452424,,,,,
0622560,CA,Loomis Union Elementary School District,38.8307247,-121.1621072,,,,,
0622590,CA,Los Alamitos Unified School District,33.7685265,-118.0705719,,,,,
0622650,CA,Los Altos Elementary School District,37.3562481,-122.1298953,,,,,
0622710,CA,Los Angeles Unified School District,34.2062897,-118.6659016,,,,,
0622740,CA,Los Banos Unified School District,37.0136081,-120.9465874,,,,,
0622800,CA,Los Gatos-Saratoga Joint Union School District,37.1752816,-121.9659947,,,,,
0622830,CA,Los Gatos Union Elementary School District,37.1888286,-121.9379885,,,,,
0622860,CA,Los Molinos Unified School District,39.9886420,-121.9149365,,,,,
0622890,CA,Los Nietos Elementary School District,33.9635224,-118.0678239,,,,,
0622920,CA,Los Olivos Elementary School District,34.7898396,-119.8873256,,,,,
0622950,CA,Lost Hills Union Elementary School District,35.6619190,-119.9121082,,,,,
0623010,CA,Lowell Joint Elementary School District,33.9483846,-117.9604981,,,,,
0623040,CA,Lucerne Elementary School District,39.0907791,-122.7850454,,,,,
0623080,CA,Lucia Mar Unified School District,35.1033617,-120.4329030,,,,,
0623130,CA,Luther Burbank Elementary School District,37.3228090,-121.9276096,,,,,
0623160,CA,Lynwood Unified School District,33.9237580,-118.2004241,,,,,
0623340,CA,Madera Unified School District,36.9419167,-120.1238633,,,,,
0623430,CA,Magnolia Elementary School District,33.8226622,-117.9753203,,,,,
0623460,CA,Magnolia Union Elementary School District,33.1697853,-115.3167003,,,,,
0623530,CA,Mammoth Unified School District,37.6411548,-118.8252172,,,,,
0623550,CA,Manchester Union Elementary School District,38.9766404,-123.6048016,,,,,
0623610,CA,Manteca Unified School District,37.8082866,-121.2416672,,,,,
0623700,CA,Manzanita Elementary School District,39.3263017,-121.6638966,,,,,
0623730,CA,Maple Creek Elementary School District,40.7286612,-123.7373295,,,,,
0623760,CA,Maple Elementary School District,35.4986581,-119.3905429,,,,,
0623800,CA,Marcum-Illinois Union Elementary School District,38.8547575,-121.5683969,,,,,
0623820,CA,Maricopa Unified School District,34.9906182,-119.2642456,,,,,
0623940,CA,Mariposa County Unified School District,37.5700295,-119.9128613,,,,,
0623970,CA,Mark Twain Union Elementary School District,38.0000243,-120.6333696,,,,,
0624000,CA,Mark West Union Elementary School District,38.5170712,-122.7463706,,,,,
0624030,CA,Martinez Unified School District,37.9776833,-122.1497155,,,,,
0624090,CA,Marysville Joint Unified School District,39.3467226,-121.3523411,,,,,
0624150,CA,Maxwell Unified School District,39.2881789,-122.4155734,,,,,
0624180,CA,McCabe Union Elementary School District,32.7121921,-115.6824550,,,,,
0624210,CA,McCloud Union Elementary School District,41.3353643,-121.8601272,,,,,
0624230,CA,McFarland Unified School District,35.6228995,-119.1161985,,,,,
0624300,CA,McKinleyville Union Elementary School District,40.9771144,-123.9541503,,,,,
0624330,CA,McKittrick Elementary School District,35.3681034,-119.7621683,,,,,
0624360,CA,McSwain Union Elementary School District,37.2510903,-120.6306363,,,,,
0624390,CA,Meadows Union Elementary School District,32.7896667,-115.4994226,,,,,
0624480,CA,Mendocino Unified School District,39.2458071,-123.6241160,,,,,
0624500,CA,Milpitas Unified School District,37.4376520,-121.7166785,,,,,
0624540,CA,Menifee Union School District,33.6659701,-117.1730163,,,,,
0624570,CA,Menlo Park City Elementary School District,37.4558989,-122.1833386,,,,,
0624600,CA,Merced City Elementary School District,37.3664192,-120.4403261,,,,,
0624630,CA,Merced River Union Elementary School District,37.4647594,-120.5182474,,,,,
0624660,CA,Merced Union High School District,37.3573198,-120.5256084,,,,,
0624690,CA,Meridian Elementary School District,39.1396063,-121.8799586,,,,,
0624720,CA,Mesa Union Elementary School District,34.2765906,-119.0833501,,,,,
0624750,CA,Middletown Unified School District,38.7737905,-122.6071650,,,,,
0624780,CA,Midway Elementary School District,35.2014456,-119.5600536,,,,,
0624870,CA,Mill Valley Elementary School District,37.8790586,-122.5685257,,,,,
0624900,CA,Millbrae Elementary School District,37.6192966,-122.3645694,,,,,
0624930,CA,Millville Elementary School District,40.5765235,-122.1008029,,,,,
0625110,CA,Mission Union Elementary School District,36.3828854,-121.4123261,,,,,
0625130,CA,Modesto City Elementary School District,37.6302917,-121.0043936,,,,,
0625150,CA,Modesto City High School District,37.6623610,-121.0342213,,,,,
0625190,CA,Modoc Joint Unified School District,41.5512606,-120.6033192,,,,,
0625230,CA,Mojave Unified School District,35.1925527,-118.0317109,,,,,
0625290,CA,Monroe Elementary School District,36.5623770,-119.7392352,,,,,
0625320,CA,Monrovia Unified School District,34.1664555,-118.0027852,,,,,
0625350,CA,Monson-Sultana Joint Union Elementary School District,36.5189083,-119.3310929,,,,,
0625380,CA,Montague Elementary School District,41.7584010,-122.4997733,,,,,
0625410,CA,Monte Rio Union Elementary School District,38.4427648,-123.0890207,,,,,
0625470,CA,Montebello Unified School District,34.0077973,-118.1293959,,,,,
0625500,CA,Montecito Union Elementary School District,34.4168482,-119.6403087,,,,,
0625530,CA,Monterey Peninsula Unified School District,36.6137411,-121.8093907,,,,,
0625650,CA,Montgomery Elementary School District,38.5471748,-123.1037254,,,,,
0625690,CA,Moorpark Unified School District,34.3109401,-118.8760667,,,,,
0625740,CA,Moraga Elementary School District,37.8319712,-122.1059224,,,,,
0625770,CA,Moreland School District,37.2964099,-121.9805546,,,,,
0625800,CA,Moreno Valley Unified School District,33.9336735,-117.2156584,,,,,
0625830,CA,Morgan Hill Unified School District,37.1760166,-121.6210421,,,,,
0625860,CA,Morongo Unified School District,34.2151133,-116.1768834,,,,,
0625980,CA,Mother Lode Union Elementary School District,38.6325316,-120.8440154,,,,,
0626040,CA,Mount Shasta Union Elementary School District,41.3045132,-122.3518278,,,,,
0626070,CA,Mountain Elementary School District,37.0604654,-121.9179736,,,,,
0626100,CA,Mountain Empire Unified School District,32.7503329,-116.3914400,,,,,
0626130,CA,Mountain House Elementary School District,37.7444188,-121.5788115,,,,,
0626190,CA,Mountain View Elementary School District,34.0567727,-118.0215082,,,,,
0626220,CA,Mountain View Elementary School District,34.0147308,-117.5858758,,,,,
0626280,CA,Mountain View Whisman Elementary School District,37.4140278,-122.0706785,,,,,
0626310,CA,Mountain View-Los Altos Union School District,37.3868098,-122.0998178,,,,,
0626340,CA,Mount Baldy Joint Elementary School District,34.2507028,-117.6064477,,,,,
0626370,CA,Mount Diablo Unified School District,37.9570401,-121.9766833,,,,,
0626400,CA,Mount Pleasant Elementary School District,37.3501929,-121.7839500,,,,,
0626430,CA,Mulberry Elementary School District,33.0557324,-115.4124063,,,,,
0626460,CA,Mupu Elementary School District,34.5090691,-119.0476898,,,,,
0626490,CA,Muroc Joint Unified School District,34.9479151,-117.7033028,,,,,
0626640,CA,Napa Valley Unified School District,38.3381868,-122.2763008,,,,,
0626670,CA,National Elementary School District,32.6697871,-117.0977315,,,,,
0626760,CA,Needles Unified School District,34.5166414,-115.2016648,,,,,
0626820,CA,Nevada City Elementary School District,39.2838340,-120.8887144,,,,,
0626880,CA,Nevada Joint Union High School District,39.2776911,-120.9336868,,,,,
0626910,CA,New Haven Unified School District,37.5942745,-122.0601224,,,,,
0626970,CA,New Hope Elementary School District,38.1577939,-121.5202225,,,,,
0627030,CA,New Jerusalem Elementary School District,37.6514804,-121.3103085,,,,,
0627040,CA,Mountain Union Elementary School District,40.8363464,-121.9226928,,,,,
0627060,CA,Newark Unified School District,37.5040761,-122.0318985,,,,,
0627120,CA,Newcastle Elementary School District,38.8755847,-121.1447472,,,,,
0627180,CA,Newhall Elementary School District,34.3691254,-118.5800118,,,,,
0627200,CA,Newman-Crows Landing Unified School District,37.3260075,-121.1936646,,,,,
0627240,CA,Newport-Mesa Unified School District,33.6071759,-117.8991627,,,,,
0627300,CA,Nicasio Elementary School District,38.0929035,-122.7084133,,,,,
0627450,CA,Norris Elementary School District,35.4293535,-119.1145027,,,,,
0627480,CA,North County Joint Union Elementary School District,36.9251728,-121.3709258,,,,,
0627510,CA,North Cow Creek Elementary School District,40.6101573,-122.1975408,,,,,
0627590,CA,North Monterey County Unified School District,36.7811455,-121.7202589,,,,,
0627690,CA,Norwalk-La Mirada Unified School District,33.9041127,-118.0443463,,,,,
0627720,CA,Novato Unified School District,38.0982747,-122.5403703,,,,,
0627750,CA,Nuestro Elementary School District,39.1937977,-121.6903812,,,,,
0627780,CA,Nuview Union Elementary School District,33.8160205,-117.1115181,,,,,
0627810,CA,Oak Grove Elementary School District,37.2479483,-121.7939529,,,,,
0627840,CA,Oak Grove Union Elementary School District,38.4426349,-122.8531271,,,,,
0627850,CA,Oak Park Unified School District,34.1960890,-118.7246371,,,,,
0627870,CA,Oak Run Elementary School District,40.7080235,-121.9526225,,,,,
0627900,CA,Oak Valley Union Elementary School District,36.2326465,-119.4118752,,,,,
0627930,CA,Oak View Union Elementary School District,38.2505382,-121.1435703,,,,,
0628050,CA,Oakland Unified School District,37.7970348,-122.2245890,,,,,
0628080,CA,Oakley Union Elementary School District,38.0296175,-121.6539404,,,,,
0628140,CA,Ocean View Elementary School District,33.7183855,-118.0178033,,,,,
0628170,CA,Ocean View Elementary School District,34.0917974,-119.0414170,,,,,
0628250,CA,Oceanside Unified School District,33.2368129,-117.3782315,,,,,
0628270,CA,Ojai Unified School District,34.4937456,-119.2038818,,,,,
0628320,CA,Old Adobe Union Elementary School District,38.1998827,-122.5124079,,,,,
0628470,CA,Ontario-Montclair School District,34.0619243,-117.6574969,,,,,
0628530,CA,Orange Center Elementary School District,36.6723854,-119.7771370,,,,,
0628650,CA,Orange Unified School District,33.7828190,-117.6975419,,,,,
0628680,CA,Orchard Elementary School District,37.3839763,-121.9087703,,,,,
0628710,CA,Orcutt Union Elementary School District,34.8217848,-120.4589738,,,,,
0628830,CA,Orick Elementary School District,41.3572961,-124.0486535,,,,,
0628860,CA,Orinda Union Elementary School District,37.8900489,-122.1948009,,,,,
0628950,CA,Oro Grande Elementary School District,34.6599126,-117.2900047,,,,,
0629100,CA,Oroville City Elementary School District,39.4910983,-121.4373664,,,,,
0629130,CA,Oroville Union High School District,39.6041742,-121.4309121,,,,,
0629160,CA,Outside Creek Elementary School District,36.2563219,-119.1940883,,,,,
0629190,CA,Owens Valley Unified School District,36.8162935,-117.6286524,,,,,
0629220,CA,Oxnard Elementary School District,34.2106961,-119.2329126,,,,,
0629270,CA,Oxnard Union High School District,34.1666166,-119.0841513,,,,,
0629280,CA,Pacheco Union Elementary School District,40.5089868,-122.2911701,,,,,
0629340,CA,Pacific Elementary School District,37.1245666,-122.2452775,,,,,
0629370,CA,Pacific Grove Unified School District,36.6105018,-121.9327370,,,,,
0629400,CA,Pacific Union Elementary School District,36.6124585,-119.7594680,,,,,
0629430,CA,Pacific Union Elementary School District,40.9028475,-124.1009682,,,,,
0629490,CA,Pajaro Valley Joint Unified School District,36.9430651,-121.8283027,,,,,
0629540,CA,Palermo Union Elementary School District,39.3990524,-121.5447411,,,,,
0629550,CA,Palm Springs Unified School District,33.8068582,-116.4684359,,,,,
0629580,CA,Palmdale Elementary School District,34.5789322,-118.0831611,,,,,
0629610,CA,Palo Alto Unified School District,37.4095181,-122.1493751,,,,,
0629640,CA,Palo Verde Unified School District,33.7636634,-114.7251681,,,,,
0629670,CA,Palo Verde Union Elementary School District,36.1123637,-119.3851313,,,,,
0629700,CA,Palos Verdes Peninsula Unified School District,33.7540721,-118.4009754,,,,,
0629770,CA,Panoche Elementary School District,36.5386960,-120.7734702,,,,,
0629790,CA,Paradise Elementary School District,37.6200223,-121.0619773,,,,,
0629820,CA,Paradise Unified School District,39.9655369,-121.5336930,,,,,
0629850,CA,Paramount Unified School District,33.8920153,-118.1610977,,,,,
0629910,CA,Parlier Unified School District,36.6183202,-119.5283536,,,,,
0629940,CA,Pasadena Unified School District,34.1962463,-118.0945947,,,,,
0630030,CA,Patterson Joint Unified School District,37.4975520,-121.3425653,,,,,
0630090,CA,Peninsula Union Elementary School District,40.7960567,-124.2033459,,,,,
0630180,CA,Perris Elementary School District,33.7737016,-117.2937067,,,,,
0630210,CA,Perris Union High School District,33.7737016,-117.2937067,,,,,
0630230,CA,Petaluma City Elementary School District,38.2567666,-122.6172738,,,,,
0630250,CA,Petaluma Joint Union High School District,38.1988275,-122.6342934,,,,,
0630330,CA,Piedmont City Unified School District,37.8225675,-122.2300238,,,,,
0630360,CA,Pierce Joint Unified School District,38.9817474,-122.0476021,,,,,
0630390,CA,Pine Ridge Elementary School District,37.1098623,-118.9369649,,,,,
0630450,CA,Piner-Olivet Union Elementary School District,38.4725689,-122.8006952,,,,,
0630480,CA,Pioneer Union Elementary School District,38.6163803,-120.5283047,,,,,
0630510,CA,Pioneer Union Elementary School District,36.3607780,-119.7002680,,,,,
0630520,CA,Pioneer Union Elementary School District,39.6733136,-121.3673265,,,,,
0630600,CA,Pittsburg Unified School District,38.0027878,-121.8893695,,,,,
0630630,CA,Pixley Union Elementary School District,35.9715060,-119.3309140,,,,,
0630660,CA,Placentia-Yorba Linda Unified School District,33.8836992,-117.8029752,,,,,
0630720,CA,Placer Hills Union Elementary School District,39.0091548,-120.9948566,,,,,
0630750,CA,Placer Union High School District,39.0715279,-120.7122179,,,,,
0630780,CA,Placerville Union Elementary School District,38.7916753,-120.7457610,,,,,
0630810,CA,Plainsburg Union Elementary School District,37.1869105,-120.3409506,,,,,
0630840,CA,Planada Elementary School District,37.3182166,-120.2738573,,,,,
0630870,CA,Plaza Elementary School District,39.7024117,-122.0932716,,,,,
0630900,CA,Pleasant Grove Joint Union Elementary School District,38.8169221,-121.4944398,,,,,
0630930,CA,Pleasant Ridge Union Elementary School District,39.0625434,-121.1077211,,,,,
0630990,CA,Pleasant Valley Elementary School District,34.2135604,-119.0060109,,,,,
0631020,CA,Pleasant Valley Joint Union Elementary School District,35.7945577,-120.5455793,,,,,
0631050,CA,Pleasant View Elementary School District,36.0403659,-119.1747074,,,,,
0631170,CA,Plumas Unified School District,40.0152467,-120.9393115,,,,,
0631180,CA,Plumas Lake Elementary School District,39.0203878,-121.5310259,,,,,
0631230,CA,Point Arena Joint Union High School District,38.8349084,-123.5185681,,,,,
0631290,CA,Pollock Pines Elementary School District,38.8368632,-120.4585228,,,,,
0631320,CA,Pomona Unified School District,34.0483680,-117.7758364,,,,,
0631350,CA,Pond Union Elementary School District,35.7406883,-119.4650602,,,,,
0631380,CA,Pope Valley Union Elementary School District,38.6670182,-122.4070119,,,,,
0631400,CA,Potter Valley Community Unified School District,39.3443895,-123.1098595,,,,,
0631470,CA,Portola Valley Elementary School District,37.3652225,-122.2327453,,,,,
0631530,CA,Poway Unified School District,32.9826388,-117.0591926,,,,,
0631620,CA,Princeton Joint Unified School District,39.4438126,-122.0062343,,,,,
0631680,CA,Raisin City Elementary School District,36.5833386,-119.9601400,,,,,
0631710,CA,Ramona City Unified School District,33.0316381,-116.8365790,,,,,
0631740,CA,Rancho Santa Fe Elementary School District,33.0424926,-117.1901073,,,,,
0631830,CA,Ravendale-Termo Elementary School District,40.8479807,-120.3987936,,,,,
0631860,CA,Ravenswood City Elementary School District,37.4894915,-122.1334597,,,,,
0631920,CA,Raymond-Knowles Union Elementary School District,37.1737072,-119.9030808,,,,,
0631980,CA,Red Bluff Union Elementary School District,40.1484352,-122.3106017,,,,,
0632010,CA,Red Bluff Joint Union High School District,40.2517171,-122.1687142,,,,,
0632040,CA,Redding Elementary School District,40.5520839,-122.3945821,,,,,
0632070,CA,Redlands Unified School District,34.0852895,-117.0763108,,,,,
0632130,CA,Redwood City Elementary School District,37.4870872,-122.2338257,,,,,
0632160,CA,Reed Union Elementary School District,37.8867683,-122.4626194,,,,,
0632250,CA,Reeds Creek Elementary School District,40.0788090,-122.7478350,,,,,
0632270,CA,Reef-Sunset Unified School District,35.9404598,-119.9911455,,,,,
0632310,CA,Rescue Union Elementary School District,38.7220637,-121.0109212,,,,,
0632340,CA,Kashia Elementary School District,38.6566026,-123.3390204,,,,,
0632370,CA,Rialto Unified School District,34.2397655,-117.4993433,,,,,
0632400,CA,Richfield Elementary School District,39.9734713,-122.1576723,,,,,
0632430,CA,Richgrove Elementary School District,35.8291108,-119.1403939,,,,,
0632520,CA,Richmond Elementary School District,40.3460044,-120.7012496,,,,,
0632550,CA,West Contra Costa Unified School District,37.9730280,-122.3310035,,,,,
0632610,CA,Rim of the World Unified School District,34.2403959,-117.1419506,,,,,
0632640,CA,Rincon Valley Union Elementary School District,38.4906209,-122.6323149,,,,,
0632710,CA,Rio Bravo-Greeley Union Elementary School District,35.3813948,-119.2719540,,,,,
0632730,CA,Rio Dell Elementary School District,40.4411363,-124.0999128,,,,,
0632760,CA,Rio Elementary School District,34.2232476,-119.1411376,,,,,
0632880,CA,Ripon Unified School District,37.7788965,-121.1341917,,,,,
0633110,CA,River Delta Joint Unified School District,38.2150530,-121.6757975,,,,,
0633150,CA,Riverside Unified School District,33.9233125,-117.3778383,,,,,
0633210,CA,Roberts Ferry Union Elementary School District,37.6347454,-120.5613209,,,,,
